trap_year,facility,trap,species,run,origin,sex,age_designation,living_status,disposition,purpose,count
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,141
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Adult,DOA,Disposed,Nutrient Enhancement,1
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,Brood Stock,36
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,11
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,16
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,3
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Unknown,Adult,Alive,Released,Natural Spawning,4
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Unknown,Adult,Alive,Released,Other,4
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Unknown,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Unknown,Jack/Jill,Alive,Released,Natural Spawning,2
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Natural,Unknown,Jack/Jill,Alive,Released,Other,1
2014,Clearwater Fish Hatchery,Powell Trap,Bull Trout,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,4
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Fall,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,5
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,27
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,28
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,9
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,594
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,Brood Stock,130
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Mini-Jack,Alive,Ponded,Brood Stock,2
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,2
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Natural,Male,Adult,Alive,Released,Natural Spawning,2
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Released,Natural Spawning,2
2014,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Released,Other,1
2014,Clearwater Fish Hatchery,Powell Trap,Cutthroat,Spring,Uncategorized,Unknown,NA,Alive,Released,Other,18
2014,Clearwater Fish Hatchery,Red River Trap,Bull Trout,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,1
2014,Clearwater Fish Hatchery,Red River Trap,Bull Trout,Spring,Uncategorized,Unknown,NA,Alive,Released,Other,5
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,67
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,89
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,30
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,912
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,Brood Stock,96
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,19
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Male,Adult,Alive,Released,Natural Spawning,27
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Male,Adult,Alive,Released,Other,2
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,1
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Released,Natural Spawning,9
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Released,Other,3
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Unknown,Jack/Jill,Alive,Released,Natural Spawning,1
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,85
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,Brood Stock,3
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,1
2014,Clearwater Fish Hatchery,Red River Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,3
2014,Clearwater Fish Hatchery,Red River Trap,Cutthroat,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,2
2014,Clearwater Fish Hatchery,Red River Trap,Cutthroat,Spring,Uncategorized,Unknown,NA,Alive,Released,Other,2
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Female,NA,Alive,Ponded,Brood Stock,1095
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Female,NA,Alive,Spawn,Spawn,137
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Female,NA,TrapMort,Disposed,Other,2
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,NA,Alive,Ponded,Brood Stock,782
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,NA,Alive,Spawn,Spawn,172
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,NA,Killed,Disposed,Distribution,468
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,NA,TrapMort,Disposed,Other,8
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Unknown,NA,TrapMort,Disposed,Other,1
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Uncategorized,Female,NA,Alive,Ponded,Brood Stock,2
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Uncategorized,Female,NA,Alive,Spawn,Spawn,3
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Uncategorized,Male,NA,Alive,Ponded,Brood Stock,4
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Uncategorized,Male,NA,Alive,Spawn,Spawn,7
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Uncategorized,Male,NA,Killed,Disposed,Distribution,1
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Summer,Hatchery,Female,NA,Alive,Ponded,Brood Stock,24
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Summer,Hatchery,Female,NA,Alive,Released,Natural Spawning,5
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Summer,Hatchery,Male,NA,Alive,Ponded,Brood Stock,54
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Summer,Hatchery,Male,NA,Alive,Released,Natural Spawning,16
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Summer,Uncategorized,Female,NA,Alive,Released,Natural Spawning,16
2014,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Summer,Uncategorized,Male,NA,Alive,Released,Natural Spawning,23
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Fall,Hatchery-Segregated,Female,NA,Alive,Released,Stray Relocation,2
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Fall,Hatchery-Segregated,Male,NA,Alive,Released,Stray Relocation,5
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Fall,Uncategorized,Female,NA,Alive,Released,Stray Relocation,1
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Female,NA,Alive,Released,Stray Relocation,4
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Male,NA,Alive,Released,Stray Relocation,7
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Unknown,NA,Alive,Released,Stray Relocation,2
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,3
2014,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,1
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Fall,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,1
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,366
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Released,Natural Spawning,9
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,NA,Alive,Ponded,Brood Stock,34
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,NA,Alive,Released,Natural Spawning,1
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,NA,Alive,Transferred,Within FINS Facility,1
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,344
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Released,Natural Spawning,7
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,42
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Released,Natural Spawning,114
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,NA,Alive,Ponded,Brood Stock,26
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,NA,Alive,Released,Natural Spawning,26
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,NA,Alive,Released,Stray Relocation,11
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,NA,Alive,Transferred,Within FINS Facility,1
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Unknown,Adult,Alive,Ponded,Brood Stock,1
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Uncategorized,Female,Adult,Alive,Released,Natural Spawning,19
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,1
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Uncategorized,Male,Adult,Alive,Released,Natural Spawning,26
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Uncategorized,Male,Jack/Jill,Alive,Released,Natural Spawning,20
2014,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,8
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,106
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Released,Natural Spawning,346
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Shipped,Outside FINS Facility,58
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Female,Jack/Jill,Killed,Disposed,Nutrient Enhancement,3
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,98
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Released,Natural Spawning,298
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Shipped,Outside FINS Facility,40
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Adult,TrapMort,Disposed,General Disposal,1
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,15
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Released,Fisheries,39
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Released,Natural Spawning,3
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Shipped,Outside FINS Facility,888
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Distribution,124
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Education/Research,10
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Nutrient Enhancement,637
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,TrapMort,Disposed,General Disposal,11
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,TrapMort,Disposed,Nutrient Enhancement,1
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Mini-Jack,Killed,Disposed,Nutrient Enhancement,1
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Uncategorized,Female,Adult,Alive,Ponded,Brood Stock,44
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Uncategorized,Female,Adult,Alive,Released,Natural Spawning,208
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Uncategorized,Female,Adult,TrapMort,Disposed,General Disposal,2
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Uncategorized,Male,Adult,Alive,Ponded,Brood Stock,41
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Uncategorized,Male,Adult,Alive,Released,Natural Spawning,289
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Uncategorized,Male,Adult,TrapMort,Disposed,General Disposal,4
2014,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Uncategorized,Male,Jack/Jill,Alive,Released,Natural Spawning,50
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,65
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Female,Adult,Alive,Released,Natural Spawning,275
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,61
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,General Holding,1
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Adult,Alive,Released,Natural Spawning,199
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,9
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,General Holding,148
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Released,Fisheries,27
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,General Disposal,28
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Stray Removal,2
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Uncategorized,Female,Adult,Alive,Ponded,Brood Stock,27
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Uncategorized,Female,Adult,Alive,Released,Natural Spawning,72
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Uncategorized,Male,Adult,Alive,Ponded,Brood Stock,29
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Uncategorized,Male,Adult,Alive,Released,Natural Spawning,55
2014,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Uncategorized,Male,Jack/Jill,Alive,Released,Natural Spawning,34
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Ponded,Brood Stock,82
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Ponded,General Holding,1
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Released,Natural Spawning,259
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Transferred,Within FINS Facility,39
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Ponded,Brood Stock,67
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Ponded,General Holding,1
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Released,Natural Spawning,189
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Transferred,Within FINS Facility,28
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Ponded,General Holding,790
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Released,Natural Spawning,19
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Transferred,Within FINS Facility,150
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Killed,Disposed,Distribution,6
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,TrapMort,Disposed,Nutrient Enhancement,6
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,775
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Ponded,General Holding,2
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Transferred,Within FINS Facility,55
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Jack/Jill,Alive,Transferred,Within FINS Facility,1
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,522
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Ponded,General Holding,3
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Transferred,Within FINS Facility,46
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,2
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,General Holding,1188
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Transferred,Within FINS Facility,243
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Killed,Disposed,Distribution,20
2014,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,TrapMort,Disposed,Nutrient Enhancement,13
