trap_year,facility,trap,species,run,origin,sex,age_designation,living_status,disposition,purpose,count
2018,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Spring,Hatchery-Segregated,Male,Adult,TrapMort,Disposed,General Disposal,1
2018,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,General Holding,3
2018,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,166
2018,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,General Holding,56
2018,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Spring,Unknown,Unknown,Adult,Alive,Released,Natural Spawning,2
2018,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Spring,Unknown,Unknown,Jack/Jill,Alive,Released,Natural Spawning,1
2018,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Rainbow Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Fisheries,15
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Bull Trout,NA,Uncategorized,Female,NA,Alive,Released,Natural Spawning,3
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Bull Trout,NA,Uncategorized,Male,NA,Alive,Released,Natural Spawning,4
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,4
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Ponded,Brood Stock,9
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Released,Natural Spawning,24
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Ponded,Brood Stock,14
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Released,Natural Spawning,25
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Ponded,Brood Stock,1
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Ponded,General Holding,14
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Released,Natural Spawning,2
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,281
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Ponded,General Holding,165
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Released,Natural Spawning,16
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Female,Jack/Jill,Alive,Ponded,General Holding,2
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Female,NA,Alive,Released,Natural Spawning,1
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,287
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Ponded,General Holding,111
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Released,Natural Spawning,35
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Released,Recycled,11
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,TrapMort,Disposed,General Disposal,1
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,2
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,General Holding,87
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Released,Recycled,5
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Killed,Disposed,Distribution,1
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,TrapMort,Disposed,General Disposal,1
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,10
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,20
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,16
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,23
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,13
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Cutthroat,NA,Uncategorized,Male,NA,Alive,Released,Natural Spawning,3
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Cutthroat,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,5
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Rainbow Trout,NA,Uncategorized,Female,NA,Alive,Released,Natural Spawning,15
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Rainbow Trout,NA,Uncategorized,Male,NA,Alive,Released,Natural Spawning,11
2018,Pahsimeroi Fish Hatchery,Pahsimeroi Trap,Rainbow Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,2
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,363
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,39
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Female,Adult,TrapMort,Disposed,General Disposal,2
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Female,NA,Alive,Ponded,Brood Stock,5
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,33
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Male,Adult,TrapMort,Disposed,General Disposal,5
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,5
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,TrapMort,Disposed,General Disposal,7
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Male,NA,Alive,Ponded,Brood Stock,1
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,1546
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Released,Fisheries,242
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,Brood Stock,222
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Released,Fisheries,246
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Hatchery-Segregated,Unknown,NA,Alive,Ponded,Brood Stock,4
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,13
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Natural,Female,Jack/Jill,Alive,Released,Natural Spawning,1
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Natural,Male,Adult,Alive,Released,Natural Spawning,12
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,6
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Steelhead,Summer,Hatchery-Segregated,Female,NA,Alive,Released,Fisheries,2
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Steelhead,Summer,Hatchery-Segregated,Male,NA,Alive,Released,Fisheries,5
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Steelhead,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,5
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Steelhead,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,8
2018,Rapid River Fish Hatchery,Rapid River Fish Trap,Steelhead,Summer,Natural,Unknown,NA,Alive,Released,Natural Spawning,1
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Female,Adult,Alive,Ponded,Brood Stock,1
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,36
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Female,Jack/Jill,Alive,Ponded,Brood Stock,3
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Male,Adult,Alive,Ponded,General Holding,26
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,General Holding,11
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Female,Adult,Alive,Ponded,Brood Stock,2
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,2
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Male,Adult,Alive,Ponded,Brood Stock,1
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Male,Adult,Alive,Released,Natural Spawning,4
2018,Sawtooth Fish Hatchery,Below Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,2
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Fisheries,4
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,4
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Other,12
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Bull Trout,NA,Uncategorized,Unknown,NA,TrapMort,Disposed,General Disposal,1
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Female,Adult,Alive,Ponded,Brood Stock,11
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Female,Adult,Alive,Ponded,General Holding,6
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Male,Adult,Alive,Ponded,Brood Stock,5
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Male,Adult,Alive,Ponded,General Holding,8
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Male,Adult,Alive,Released,Natural Spawning,2
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Male,Jack/Jill,Alive,Ponded,Brood Stock,3
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Integrated,Male,Jack/Jill,Alive,Ponded,General Holding,23
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,422
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Female,Adult,Alive,Ponded,General Holding,1
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Female,Jack/Jill,Alive,Ponded,Brood Stock,3
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Female,Jack/Jill,Alive,Ponded,General Holding,3
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,457
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Male,Adult,Alive,Ponded,General Holding,23
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Male,Adult,Alive,Released,Natural Spawning,1
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,13
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,General Holding,124
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Female,Adult,Alive,Ponded,Brood Stock,11
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,3
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Female,Jack/Jill,Alive,Released,Natural Spawning,1
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Male,Adult,Alive,Ponded,Brood Stock,22
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Male,Adult,Alive,Released,Natural Spawning,4
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,1
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,6
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Cutthroat,NA,Uncategorized,Unknown,NA,Alive,Released,Fisheries,1
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Cutthroat,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,3
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Rainbow Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Fisheries,19
2018,Sawtooth Fish Hatchery,Salmon River Trap Sawtooth FH,Rainbow Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,2
2018,Shoshone-Bannock Tribes,Panther Creek Weir,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,12
2018,Shoshone-Bannock Tribes,Panther Creek Weir,Chinook,Summer,Uncategorized,Female,NA,Alive,Released,Natural Spawning,51
2018,Shoshone-Bannock Tribes,Panther Creek Weir,Chinook,Summer,Uncategorized,Male,NA,Alive,Released,Natural Spawning,71
2018,Shoshone-Bannock Tribes,Panther Creek Weir,Chinook,Summer,Uncategorized,Male,NA,TrapMort,Disposed,Nutrient Enhancement,1
2018,Shoshone-Bannock Tribes,Pole Flat Weir,Chinook,Spring,Hatchery,Female,NA,Alive,Released,Natural Spawning,2
2018,Shoshone-Bannock Tribes,Pole Flat Weir,Chinook,Spring,Hatchery,Female,NA,Alive,Transferred,Within FINS Facility,1
2018,Shoshone-Bannock Tribes,Pole Flat Weir,Chinook,Spring,Hatchery,Male,NA,Alive,Released,Natural Spawning,1
2018,Shoshone-Bannock Tribes,Pole Flat Weir,Chinook,Spring,Natural,Female,NA,Alive,Released,Natural Spawning,12
2018,Shoshone-Bannock Tribes,Pole Flat Weir,Chinook,Spring,Natural,Female,NA,Alive,Transferred,Within FINS Facility,2
2018,Shoshone-Bannock Tribes,Pole Flat Weir,Chinook,Spring,Natural,Male,NA,Alive,Released,Natural Spawning,21
2018,Shoshone-Bannock Tribes,Pole Flat Weir,Chinook,Spring,Natural,Male,NA,Alive,Transferred,Within FINS Facility,3
2019,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,6
2019,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,General Holding,1
2019,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Ponded,Brood Stock,3
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,General Holding,2
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,21
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Female,Jack/Jill,Alive,Ponded,Brood Stock,3
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,33
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Ponded,General Holding,2
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,5
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Killed,Disposed,Nutrient Enhancement,38
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,30
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,Brood Stock,8
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,General Holding,36
2019,Clearwater Fish Hatchery,Powell Trap,Chinook,Summer,Hatchery-Segregated,Unknown,Jack/Jill,Killed,Disposed,Nutrient Enhancement,18
2019,Clearwater Fish Hatchery,Red River-Below Weir,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,74
2019,Clearwater Fish Hatchery,Red River-Below Weir,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,General Holding,2
2019,Clearwater Fish Hatchery,Red River-Below Weir,Chinook,Spring,Natural,Unknown,Adult,Alive,Ponded,Brood Stock,2
2019,Clearwater Fish Hatchery,Red River-Temporary Weir,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,8
2019,Clearwater Fish Hatchery,Red River-Temporary Weir,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2019,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,772
2019,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,General Holding,2
2019,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,Brood Stock,10
2019,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Ponded,General Holding,213
2019,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Killed,Disposed,Nutrient Enhancement,25
2019,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Mini-Jack,Killed,Disposed,Nutrient Enhancement,1
2019,Clearwater Fish Hatchery,Red River Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Ponded,Brood Stock,7
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Fall,Hatchery,Female,NA,Alive,Released,Fisheries,1
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Fall,Hatchery,Male,NA,Alive,Released,Fisheries,5
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Fall,Hatchery,Male,NA,Alive,Released,Outplant,1
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,513
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Female,Adult,Alive,Spawn,Spawn,35
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Female,Adult,Killed,Disposed,Distribution,1
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,600
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Adult,Alive,Spawn,Spawn,68
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Adult,Killed,Disposed,Distribution,2
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,71
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Spawn,Spawn,3
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Distribution,332
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,General Disposal,18
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,Mini-Jack,Killed,Disposed,Distribution,10
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Hatchery,Male,NA,Killed,Disposed,Distribution,1
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Female,Adult,Alive,Ponded,Brood Stock,6
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Female,Adult,Alive,Spawn,Spawn,2
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Male,Adult,Alive,Ponded,Brood Stock,13
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Male,Adult,Alive,Spawn,Spawn,3
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Male,Jack/Jill,Killed,Disposed,Distribution,3
2019,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Steelhead,Summer,Hatchery,Male,NA,Alive,Ponded,Brood Stock,1
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,454
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Transferred,Within FINS Facility,77
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,Adult,Killed,Disposed,Stray Removal Distribution,2
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,NA,Alive,Transferred,Within FINS Facility,1
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,347
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Transferred,Within FINS Facility,76
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Killed,Disposed,Stray Removal Distribution,2
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,19
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Released,Natural Spawning,16
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Stray Removal Distribution,271
2019,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,1
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,123
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Released,Natural Spawning,50
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,113
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Released,Natural Spawning,115
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,26
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Distribution,189
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Nutrient Enhancement,145
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Natural,Female,Adult,Alive,Ponded,Brood Stock,27
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,31
2019,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Spring,Natural,Male,Adult,Alive,Ponded,Brood Stock,29
